PLAY #;ODK;OFF FORM;Off Str;OFF PLAY;DN;DIST;YARD LN;RESULT;Drive Success;TARGET ROUTE;RECEIVED BY;GN/LS;Thrown By;YAC;QB;C;X/H;Y/CAT;Z;Target;Drop;B;yardline_50;game_id;play_id;drive_id;half;posteam
Germany;Ireland;DOG;Snake Rolex;Swap Smash;3;15;15;Complete, TD;1;CORNER;SCHWARZ;15;18;THIELE;SCHWARZ;Thiele;Schwarz;de Gavarelli;Stevens;Riess;;;35;31;67;15;2;GER
Germany;Ireland;;-;;0;10;10;Penalty;;;;5;;;;Thiele;Schwarz;de Gavarelli;Stevens;Riess;;;40;31;68;15;2;GER
Germany;Ireland;PILE;NO;Slot Dig;0;10;5;Good;1;SCRAMBLE;STEVENS;5;14;THIELE;STEVENS;Thiele;Schwarz;de Gavarelli;Stevens;Riess;;;45;31;69;15;2;GER
Ireland;Germany;TRIPS;JET;;1;20;-5;Rush;0;;;-2;-1;;;;;;;;;;5;31;70;16;2;IRE
Ireland;Germany;TRIPS;NO;;2;22;-3;Complete;0;HITCH;;6;7;;;;;;;;;;3;31;71;16;2;IRE
Ireland;Germany;SPREAD;NO;;3;16;-9;Interception;0;HITCH;;;6;;;;;;;;;;9;31;72;16;2;IRE
Germany;Ireland;BUNCH;Snake S DROP;Mills;1;13;13;Complete, TD;1;CURL;SCHWARZ;13;10;THIELE;SCHWARZ;Thiele;Pietryga;de Gavarelli;Stevens;Schwarz;;;37;31;73;17;2;GER
Germany;Ireland;NUB;S Drop;Mills;0;10;10;Incomplete;0;POCO;;0;20;STEVENS;PIETRYGA;Thiele;Pietryga;de Gavarelli;Stevens;Schwarz;;;40;31;74;17;2;GER
Ireland;Germany;SPREAD;JET;;1;20;-5;Rush;;;;-1;-3;;;;;;;;;;5;31;75;18;2;IRE
Ireland;Germany;SPREAD;NO;;2;21;-4;Incomplete;;FADE;;0;17;;;;;;;;;;4;31;76;18;2;IRE
Ireland;Germany;SPREAD;NO;;3;21;-4;Complete;;SLANT;;;9;;;;;;;;;;4;31;77;18;2;IRE
Ireland;Germany;;;;4;12;-13;Incomplete;;;;;;;;;;;;;;;13;31;78;19;2;IRE
Germany;Austria;BUNCH;S Drop;Dagger;1;20;-5;Incomplete;1;DIG;;0;11;STEVENS;RIESS;Thiele;Pietryga;de Gavarelli;Stevens;Riess;;;5;32;1;1;1;GER
Germany;Austria;NUB;S Drop;Dagger;2;20;-5;Complete;1;DIG;RIESS;10;9;THIELE;RIESS;Thiele;Pietryga;de Gavarelli;Stevens;Riess;;;5;32;2;1;1;GER
Germany;Austria;DOG;S Drop;Dagger;3;10;-15;Complete;1;DIG;RIESS;21;10;STEVENS;RIESS;Thiele;Pietryga;de Gavarelli;Stevens;Riess;;;15;32;3;1;1;GER
Germany;Austria;NUB STACK;Snake Rolex;Sail;1;14;14;Incomplete;1;COP;;0;24;STEVENS;RIESS;Thiele;Pietryga;de Gavarelli;Stevens;Riess;;;36;32;4;1;1;GER
Germany;Austria;BUNCH;Snake S DROP;Dagger;2;14;14;Complete;1;DIG;RIESS;11;8;THIELE;RIESS;Thiele;Pietryga;de Gavarelli;Stevens;Riess;;;36;32;5;1;1;GER
Germany;Austria;DOG;NO;Slot Dig;3;3;3;Complete, TD;1;WHIP;PIETRYGA;3;3;THIELE;PIETRYGA;Thiele;Pietryga;de Gavarelli;Stevens;Riess;;;47;32;6;1;1;GER
Germany;Austria;DOG;Snake Rolex;Swap Smash;0;10;10;Incomplete;0;CORNER;;0;16;STEVENS;DE GAVARELLI;Thiele;Pietryga;de Gavarelli;Stevens;Riess;;;40;32;7;1;1;GER
Austria;Germany;DOG;NO;;1;20;-5;Complete;0;CONE;;4;1;;;;;;;;;;5;32;8;2;1;AUT
Austria;Germany;PILE;NO;;2;16;-9;Complete;0;CONE;;5;2;;;;;;;;;;9;32;9;2;1;AUT
Austria;Germany;DOG;NO;;3;11;-14;Complete;0;HITCH;;10;6;;;;;;;;;;14;32;10;2;1;AUT
Austria;Germany;DOG UC;NO;;4;1;-24;Interception, Def TD;0;QUICK;;;1;;;;;;;;;;24;32;11;2;1;AUT
Germany;Austria;BUNCH;S Drop;Dagger;0;10;10;Good;1;DIG;RIESS;10;11;THIELE;RIESS;Thiele;Pietryga;de Gavarelli;Stevens;Riess;;;40;32;12;3;1;GER
Austria;Germany;DOG;NO;;1;20;-5;Complete;0;SHALLOW;;7;3;;;;;;;;;;5;32;13;4;1;AUT
Austria;Germany;DOG;NO;;2;13;-12;Complete;0;CONE;;6;3;;;;;;;;;;12;32;14;4;1;AUT
Austria;Germany;PILE;NO;;3;7;-18;Complete;0;CONE;;6;3;;;;;;;;;;18;32;15;4;1;AUT
Austria;Germany;DOG UC;NO;;4;1;-24;Incomplete;0;CORNER;;0;15;;;;;;;;;;24;32;16;4;1;AUT
Germany;Austria;DOG;S Drop;Mills;1;20;-5;Complete;1;CURL;RIESS;7;7;THIELE;RIESS;Thiele;Schwarz;de Gavarelli;Stevens;Riess;;;5;32;17;5;1;GER
Germany;Austria;BUNCH;Snake S DROP;Dagger;2;13;-12;Complete;1;DIG;RIESS;24;6;THIELE;RIESS;Thiele;Schwarz;de Gavarelli;Stevens;Riess;;;12;32;18;5;1;GER
Germany;Austria;NUB;S CROSS;Mills;1;14;14;Complete;1;WHEEL;DE GAVARELLI;11;9;STEVENS;DE GAVARELLI;Thiele;Schwarz;de Gavarelli;Stevens;Riess;;;36;32;19;5;1;GER
Germany;Austria;NUB STACK;NO;Tulane;2;3;3;Complete, TD;1;CONE;SCHWARZ;3;3;THIELE;SCHWARZ;Thiele;Schwarz;de Gavarelli;Stevens;Riess;;;47;32;20;5;1;GER
Germany;Austria;DOG;Snake Rolex;Swap Smash;0;10;10;Incomplete;0;CORNER;;0;16;THIELE;DE GAVARELLI;Thiele;Schwarz;de Gavarelli;Stevens;Riess;;;40;32;21;5;1;GER
Austria;Germany;PILE;NO;;1;20;-5;Complete;0;SHALLOW;;4;3;;;;;;;;;;5;32;22;6;1;AUT
Austria;Germany;PILE;NO;;2;16;-9;Complete;0;CONE;;9;3;;;;;;;;;;9;32;23;6;1;AUT
Austria;Germany;TRIPS DOG;NO;;3;7;-18;Incomplete;0;SHALLOW;;0;3;;;;;;;;;;18;32;24;6;1;AUT
Austria;Germany;DOG;NO;;4;7;-18;Complete;0;SAIL;;8;8;;;;;;;;;;18;32;25;6;1;AUT
Austria;Germany;DOG;NO;;1;24;24;Complete;0;HITCH;;9;7;;;;;;;;;;26;32;26;6;1;AUT
Austria;Germany;PILE;NO;;2;15;15;Incomplete;0;POST;;0;19;;;;;;;;;;35;32;27;6;1;AUT
Austria;Germany;DOG;NO;;3;15;15;Complete;0;HOOK;;5;5;;;;;;;;;;35;32;28;6;1;AUT
Austria;Germany;DOG;NO;;4;10;10;Incomplete;0;SAIL;;0;10;;;;;;;;;;40;32;29;6;1;AUT
Germany;Austria;DOG;S CROSS;Dagger;1;20;-5;Complete;0;DIG;DE GAVARELLI;8;7;THIELE;DE GAVARELLI;Thiele;Pietryga;de Gavarelli;Stevens;Schwarz;;;5;32;30;7;1;GER
Germany;Austria;;-;;2;12;-13;Penalty;0;;;-7;;STEVENS;;Thiele;Pietryga;de Gavarelli;Stevens;Schwarz;;;13;32;31;7;1;GER
Germany;Austria;DOG;S CROSS;Dagger;3;19;-6;Sack, Safety;0;POCO;;-6;;THIELE;;Thiele;Pietryga;de Gavarelli;Stevens;Schwarz;;;6;32;32;7;1;GER
Austria;Germany;DOG;NO;;1;20;-5;Complete;1;HOOK;;9;8;;;;;;;;;;5;32;33;8;1;AUT
Austria;Germany;DOG;NO;;2;11;-14;Complete;1;CORNER;;20;16;;;;;;;;;;14;32;34;8;1;AUT
Austria;Germany;DOG;NO;;1;16;16;Complete, TD;1;POST;;16;19;;;;;;;;;;34;32;35;8;1;AUT
Austria;Germany;DOG;NO;;0;5;5;Incomplete;0;SLANT;;0;13;;;;;;;;;;45;32;36;8;1;AUT
Germany;Austria;NUB;S CROSS;Mills;1;20;-5;Complete, TD;1;CORNER;PIETRYGA;45;30;STEVENS;;Thiele;Pietryga;Schwarz;Stevens;Riess;;;5;32;37;9;1;GER
Germany;Austria;BUNCH;Snake S DROP;Mills;0;10;10;Good;1;DIG;RIESS;10;11;STEVENS;;Thiele;Pietryga;Schwarz;Stevens;Riess;;;40;32;38;9;1;GER
Austria;Germany;DOG;NO;;1;20;-5;Complete;1;HITCH;;9;7;;;;;;;;;;5;32;39;10;1;AUT
Austria;Germany;DOG;NO;;2;11;-14;Complete;1;CURL;;14;8;;;;;;;;;;14;32;40;10;1;AUT
Austria;Germany;TRIPS DOG;NO;;1;22;22;Complete, TD;1;CORNER;;22;22;;;;;;;;;;28;32;41;10;1;AUT
Austria;Germany;DOG;NO;;0;5;5;Good;1;OUT;;5;6;;;;;;;;;;45;32;42;10;1;AUT
Germany;Austria;PILE;S Drop;Dagger;1;20;-5;Incomplete;;DIG;;0;11;THIELE;SCHWARZ;Thiele;Pietryga;de Gavarelli;Stevens;Schwarz;;;5;32;43;11;1;GER
Germany;Austria;DOG;S CROSS;Dagger;2;20;-5;Complete;;DIG;DE GAVARELLI;10;7;THIELE;DE GAVARELLI;Thiele;Pietryga;de Gavarelli;Stevens;Schwarz;;;5;32;44;11;1;GER
Germany;Austria;DOG;S CROSS;Dagger;3;10;-15;Incomplete;;DIG;;0;7;THIELE;DE GAVARELLI;Thiele;Pietryga;de Gavarelli;Stevens;Schwarz;;;15;32;45;11;1;GER
Germany;Austria;DOG;Snake Rolex;Peel;4;10;-15;Incomplete;;POST;;0;29;THIELE;DE GAVARELLI;Thiele;Pietryga;de Gavarelli;Stevens;Schwarz;;;15;32;46;11;1;GER
Germany;Austria;;-;KNEEL;1;20;-5;;;;;0;;;;;;;;;;;5;32;47;12;1;GER
Austria;Germany;DOG;NO;;1;20;-5;Complete;0;CONE;;5;1;;;;;;;;;;5;32;48;13;2;AUT
Austria;Germany;PILE;NO;;2;15;-10;Incomplete;0;POST;;0;28;;;;;;;;;;10;32;49;13;2;AUT
Austria;Germany;DOG;NO;;3;15;-10;Complete;0;HITCH;;8;7;;;;;;;;;;10;32;50;13;2;AUT
Austria;Germany;DOG;NO;;4;7;-18;Incomplete;0;SAIL;;0;8;;;;;;;;;;18;32;51;13;2;AUT
Germany;Austria;BUNCH;S CROSS;Dagger;1;20;-5;Complete;1;DIG;RIESS;10;9;THIELE;RIESS;Thiele;Pietryga;de Gavarelli;Stevens;Riess;;;5;32;52;14;2;GER
Germany;Austria;BUNCH;Snake S DROP;Mills;2;10;-15;Complete;1;CURL;RIESS;9;7;THIELE;RIESS;Thiele;Pietryga;de Gavarelli;Stevens;Riess;;;15;32;53;14;2;GER
Germany;Austria;DOG;Snake Rolex;Peel;3;1;-24;Rush;1;;;16;;STEVENS;;Thiele;Pietryga;de Gavarelli;Stevens;Riess;;;24;32;54;14;2;GER
Germany;Austria;DOG;S CROSS;Dagger;1;10;10;Complete, TD;1;DIG;DE GAVARELLI;10;7;THIELE;DE GAVARELLI;Thiele;Pietryga;de Gavarelli;Stevens;Riess;;;40;32;55;14;2;GER
Germany;Austria;NUB;Snake Rolex;Sail;0;10;10;Incomplete;0;SHALLOW;;;7;THIELE;DE GAVARELLI;Thiele;Pietryga;de Gavarelli;Stevens;Riess;;;40;32;56;14;2;GER
Austria;Germany;DOG;NO;;1;20;-5;Complete;1;CONE;;9;3;;;;;;;;;;5;32;57;15;2;AUT
Austria;Germany;PILE;NO;;2;11;-14;Incomplete;1;CORNER;;0;9;;;;;;;;;;14;32;58;15;2;AUT
Austria;Germany;TRIPS DOG;NO;;3;11;-14;Incomplete;1;POST;;0;21;;;;;;;;;;14;32;59;15;2;AUT
Austria;Germany;DOG;NO;;4;11;-14;Complete;1;POST;;15;13;;;;;;;;;;14;32;60;15;2;AUT
Austria;Germany;DOG;NO;;1;21;21;Complete;1;HOOK;;9;9;;;;;;;;;;29;32;61;15;2;AUT
Austria;Germany;TRIPS DOG;NO;;2;12;12;Incomplete;1;CONE;;0;3;;;;;;;;;;38;32;62;15;2;AUT
Austria;Germany;DOG UC;ROLEX;;3;12;12;Complete;1;SHALLOW;;9;6;;;;;;;;;;38;32;63;15;2;AUT
Austria;Germany;DOG;NO;;4;3;3;Complete, TD;1;CONE;;3;5;;;;;;;;;;47;32;64;15;2;AUT
Austria;Germany;DOG;NO;;0;5;5;Incomplete;0;SHALLOW;;0;6;;;;;;;;;;45;32;65;15;2;AUT
Germany;Austria;NUB;ROLEX;;1;20;-5;Complete;0;WHIP SLANT;SCHWARZ;4;4;THIELE;SCHWARZ;Thiele;Schwarz;de Gavarelli;Stevens;Riess;;;5;32;66;16;2;GER
Germany;Austria;NUB STACK;NO;Peel;2;16;-9;Complete;0;OUT;SCHWARZ;10;5;THIELE;SCHWARZ;Thiele;Schwarz;de Gavarelli;Stevens;Riess;;;9;32;67;16;2;GER
Germany;Austria;BUNCH;S CROSS;Sail;3;6;-19;Incomplete;0;COP;;0;23;THIELE;RIESS;Thiele;Schwarz;de Gavarelli;Stevens;Riess;;;19;32;68;16;2;GER
Germany;Austria;NUB STACK;NO;Sail;4;6;-19;Incomplete;0;SHALLOW;;0;5;THIELE;STEVENS;Thiele;Schwarz;de Gavarelli;Stevens;Riess;;;19;32;69;16;2;GER
Austria;Germany;DOG;NO;;1;20;-5;Complete;0;SAIL;;10;7;;;;;;;;;;5;32;70;17;2;AUT
Austria;Germany;PILE;NO;;2;10;-15;Incomplete;0;CORNER;;0;7;;;;;;;;;;15;32;71;17;2;AUT
Austria;Germany;DOG;NO;;3;10;-15;Incomplete;0;FADE;;0;21;;;;;;;;;;15;32;72;17;2;AUT
Austria;Germany;DOG;NO;;4;10;-15;Incomplete;0;CORNER;;0;12;;;;;;;;;;15;32;73;17;2;AUT
Germany;Austria;BUNCH;S CROSS;;1;20;-5;Incomplete;;SAIL;;0;8;THIELE;SCHWARZ;Thiele;Pietryga;Schwarz;Stevens;Riess;;;5;32;74;18;2;GER
Germany;Austria;BUNCH;S Drop;Dagger;2;20;-5;Complete;;DIG;RIESS;7;6;THIELE;RIESS;Thiele;Pietryga;Schwarz;Stevens;Riess;;;5;32;75;18;2;GER
Germany;Austria;DOG;S Drop;Peel;3;13;-12;Complete;;OTB;PIETRYGA;9;8;THIELE;PIETRYGA;Thiele;Pietryga;Schwarz;Stevens;Riess;;;12;32;76;18;2;GER
Germany;Austria;NUB STACK;NO;Tulane;4;4;-21;Complete;;CONE;PIETRYGA;8;3;THIELE;PIETRYGA;Thiele;Pietryga;Schwarz;Stevens;Riess;;;21;32;77;18;2;GER
Germany;Austria;PILE;Snake Rolex;Sail;1;21;21;Rush;;;;-1;;FISCHER;;Thiele;Pietryga;Schwarz;Fischer;Riess;;;29;32;78;18;2;GER
Germany;Austria;NUB STACK;Snake Rolex;Sail;2;22;22;Complete;;POST CURL;SCHWARZ;7;7;THIELE;SCHWARZ;Thiele;Pietryga;Schwarz;Fischer;Riess;;;28;32;79;18;2;GER
Germany;Austria;NUB STACK;Snake Rolex;Sail;3;15;15;Rush;;;;-1;;FISCHER;;Thiele;Pietryga;Schwarz;Fischer;Riess;;;35;32;80;18;2;GER
Germany;Austria;;-;KNEEL;4;16;16;;;;;;;;;;;;;;;;34;32;81;18;2;GER
Switzerland;Germany;SPREAD;NO;;1;20;-5;Incomplete;0;;;0;;;;;;;;;;;5;33;1;1;1;SUI
Switzerland;Germany;;;;2;20;-5;;0;;;4;;;;;;;;;;;5;33;2;1;1;SUI
Switzerland;Germany;;;;3;16;-9;;0;;;7;;;;;;;;;;;9;33;3;1;1;SUI
Switzerland;Germany;;;;4;9;-16;;0;;;;;;;;;;;;;;16;33;4;1;1;SUI
Germany;Switzerland;SPREAD;S CROSS;Sail;1;20;-5;Incomplete;0;FADE;;0;18;THIELE;RIESS;Thiele;Pietryga;de Gavarelli;Stevens;Riess;;;5;33;5;2;1;GER
Germany;Switzerland;DOG;S CROSS;Dagger;2;20;-5;Complete;0;DIG;DE GAVARELLI;9;7;THIELE;DE GAVARELLI;Thiele;Pietryga;de Gavarelli;Stevens;Riess;;;5;33;6;2;1;GER
Germany;Switzerland;SPREAD;S CROSS;Dagger;3;11;-14;Incomplete;0;DIG;;0;7;THIELE;RIESS;Thiele;Pietryga;de Gavarelli;Stevens;Riess;;;14;33;7;2;1;GER
Germany;Switzerland;DOG;S Drop;Peel;4;11;-14;Complete;0;WHEEL;RIESS;12;8;THIELE;RIESS;Thiele;Pietryga;de Gavarelli;Stevens;Riess;;;14;33;8;2;1;GER
Germany;Switzerland;;Snake Rolex;;1;24;24;Incomplete;0;;;0;;STEVENS;;Thiele;Pietryga;de Gavarelli;Stevens;Riess;;;26;33;9;2;1;GER
Germany;Switzerland;;-;;2;24;24;Incomplete;0;;;0;;;;Thiele;Pietryga;de Gavarelli;Stevens;Riess;;;26;33;10;2;1;GER
Germany;Switzerland;;Snake Rolex;;3;24;24;Incomplete;0;;;0;;THIELE;;Thiele;Pietryga;de Gavarelli;Stevens;Riess;;;26;33;11;2;1;GER
Germany;Switzerland;DOG;S Drop;Peel;4;24;24;Incomplete;0;POST;;0;24;STEVENS;DE GAVARELLI;Thiele;Pietryga;de Gavarelli;Stevens;Riess;;;26;33;12;2;1;GER
Switzerland;Germany;TRIPS;NO;;1;20;-5;Incomplete;0;;;0;;;;;;;;;;;5;33;13;3;1;SUI
Switzerland;Germany;TRIPS;NO;;2;20;-5;Incomplete;0;;;0;;;;;;;;;;;5;33;14;3;1;SUI
Switzerland;Germany;TRIPS;NO;;3;20;-5;Incomplete;0;CORNER;;0;14;;;;;;;;;;5;33;15;3;1;SUI
Switzerland;Germany;SPREAD STACK;NO;;4;20;-5;Interception;0;POST;;;15;;;;;;;;;;5;33;16;3;1;SUI
Germany;Switzerland;;-;;1;1;1;Penalty;1;;;-5;;;;Thiele;Pietryga;Schwarz;Stevens;Riess;;;49;33;17;4;1;GER
Germany;Switzerland;DOG;Snake S DROP;Dagger;1;6;6;Complete, TD;1;Dig;Schwarz;6;7;THIELE;Schwarz;Thiele;Pietryga;Schwarz;Stevens;Riess;;;44;33;18;4;1;GER
Germany;Switzerland;Dog;Snake Rolex;Sail;0;10;10;Good;1;Scramble;Pietryga;10;11;STEVENS;Pietryga;Thiele;Pietryga;Schwarz;Stevens;Riess;;;40;33;19;4;1;GER
Switzerland;Germany;;;;1;20;-5;;0;;;2;;;;;;;;;;;5;33;20;5;1;SUI
Switzerland;Germany;;;;2;18;-7;;0;;;9;;;;;;;;;;;7;33;21;5;1;SUI
Switzerland;Germany;BUNCH;JET;;3;9;-16;Incomplete;0;POST;;0;;;;;;;;;;;16;33;22;5;1;SUI
Switzerland;Germany;TRIPS DOG UC;NO;;4;9;-16;Incomplete;0;;;0;;;;;;;;;;;16;33;23;5;1;SUI
Germany;Switzerland;DOG UC;NO;Quick;1;20;-5;Complete;1;Quick;Fischer;2;1;THIELE;FISCHER;Thiele;Pietryga;de Gavarelli;Fischer;Riess;;;5;33;24;6;1;GER
Germany;Switzerland;DOG;Snake Rolex;Sail;2;18;-7;Rush;1;;;17;;FISCHER;;Thiele;Pietryga;de Gavarelli;Fischer;Riess;;;7;33;25;6;1;GER
Germany;Switzerland;SPREAD;S Drop;Dagger;3;1;-24;Complete, TD;1;WHIP SLANT;PIETRYGA;26;;THIELE;PIETRYGA;Thiele;Pietryga;de Gavarelli;Stevens;Riess;;;24;33;26;6;1;GER
Germany;Switzerland;NUB STACK;ROLEX;Sail;0;10;10;Incomplete;0;;;;;;;Thiele;Pietryga;de Gavarelli;Stevens;Riess;;;40;33;27;6;1;GER
Switzerland;Germany;SPREAD UC;NO;;2;9;-16;Incomplete;1;SHALLOW;;0;3;;;;;;;;;;16;33;28;7;1;SUI
Switzerland;Germany;SPREAD UC;NO;;3;9;-16;Complete;1;SHALLOW;;6;5;;;;;;;;;;16;33;29;7;1;SUI
Switzerland;Germany;;;;4;3;-22;Complete, TD;1;;;;;;;;;;;;;;22;33;30;7;1;SUI
Switzerland;Germany;;;;0;5;5;Incomplete;0;;;0;5;;;;;;;;;;45;33;31;7;1;SUI
Germany;Switzerland;BUNCH;S CROSS;Mills;1;20;-5;Complete, TD;1;CORNER;SCHWARZ;45;17;THIELE;SCHWARZ;Thiele;Pietryga;de Gavarelli;Stevens;Schwarz;;;5;33;32;8;1;GER
Germany;Switzerland;NUB STACK;ROLEX;Dagger;0;10;10;Good;1;DIG;SCHWARZ;10;;STEVENS;SCHWARZ;Thiele;Pietryga;de Gavarelli;Stevens;Schwarz;;;40;33;33;8;1;GER
Switzerland;Germany;BUNCH UC;NO;;1;20;-5;Sack;0;;;-2;;;;;;;;;;;5;33;34;9;1;SUI
Switzerland;Germany;BUNCH UC;NO;;2;22;-3;Incomplete;0;SEAM;;0;14;;;;;;;;;;3;33;35;9;1;SUI
Switzerland;Germany;TRIPS UC;NO;;3;22;-3;Complete;0;SHALLOW;;5;3;;;;;;;;;;3;33;36;9;1;SUI
Switzerland;Germany;TRIPS UC;NO;;4;17;-8;Incomplete;0;SHALLOW;;0;3;;;;;;;;;;8;33;37;9;1;SUI
Germany;Switzerland;;-;;1;20;-5;Incomplete;0;;;0;;THIELE;;;;;;;;;5;33;38;10;1;GER
Germany;Switzerland;DOG;S Drop;Mills;2;20;-5;Complete;0;Curl;RIESS;7;7;THIELE;RIESS;;;;;;;;5;33;39;10;1;GER
Germany;Switzerland;Nub;S Cross;Mills;3;13;-12;Complete;0;Shallow;DE GAVARELLI;6;5;THIELE;DE GAVARELLI;;;;;;;;12;33;40;10;1;GER
Germany;Switzerland;;-;;4;7;-18;;0;;;;;;;;;;;;;;18;33;41;10;1;GER
Switzerland;Germany;SPREAD UC;NO;;1;20;-5;Incomplete;1;SHALLOW;;0;4;;;;;;;;;;5;33;42;11;1;SUI
Switzerland;Germany;SPREAD UC;NO;;2;20;-5;Complete;1;SHALLOW;;10;4;;;;;;;;;;5;33;43;11;1;SUI
Switzerland;Germany;SPREAD UC;NO;;3;10;-15;Incomplete;1;SHALLOW;;0;2;;;;;;;;;;15;33;44;11;1;SUI
Switzerland;Germany;TRIPS UC;NO;;4;10;-15;Complete, TD;1;CORNER;;35;16;;;;;;;;;;15;33;45;11;1;SUI
Switzerland;Germany;;;;0;5;5;Incomplete;0;;;;;;;;;;;;;;45;33;46;11;1;SUI
Germany;Switzerland;PILE;S Drop;Sail;1;20;-5;Complete;;Shallow;;14;5;THIELE;DE GAVARELLI;;;;;;;;5;33;47;12;1;GER
Germany;Switzerland;DOG;No;Swap Smash;2;6;-19;Complete;;Hook;RIESS;8;8;THIELE;RIESS;Thiele;Pietryga;de Gavarelli;Stevens;Riess;;;19;33;48;12;1;GER
Germany;Switzerland;DOG;ROLEX;Peel;1;23;23;Incomplete;;POST;;0;21;STEVENS;DE GAVARELLI;Thiele;Pietryga;de Gavarelli;Stevens;Riess;;;27;33;49;12;1;GER
Germany;Switzerland;;-;;2;23;23;;;;;;;;;;;;;;;;27;33;50;12;1;GER
Germany;Switzerland;SPREAD STACK;S Drop;Dagger;1;20;-5;Complete;1;DIG;RIESS;6;6;THIELE;RIESS;Thiele;Pietryga;de Gavarelli;Stevens;Riess;;;5;33;51;13;2;GER
Germany;Switzerland;SPREAD;Rolex Y;Dagger;2;14;-11;Rush, TD;1;;;39;;STEVENS;;Thiele;Pietryga;de Gavarelli;Stevens;Riess;;;11;33;52;13;2;GER
Germany;Switzerland;DOG;Snake Rolex;Sail;0;10;10;Incomplete;0;;;0;11;STEVENS;Pietryga;Thiele;Pietryga;de Gavarelli;Stevens;Riess;;;40;33;53;13;2;GER
Switzerland;Germany;;;;1;20;-5;;0;;;5;;;;;;;;;;;5;33;54;14;2;SUI
Switzerland;Germany;;;;2;15;-10;;0;;;12;;;;;;;;;;;10;33;55;14;2;SUI
Switzerland;Germany;;;;3;3;-22;Complete;0;;;6;;;;;;;;;;;22;33;56;14;2;SUI
Switzerland;Germany;;;;1;22;22;Incomplete;0;POST;;0;20;;;;;;;;;;28;33;57;14;2;SUI
Switzerland;Germany;;;;2;22;22;Complete;0;SLANT;;8;7;;;;;;;;;;28;33;58;14;2;SUI
Switzerland;Germany;;;;3;14;14;Complete;0;DIG;;8;7;;;;;;;;;;36;33;59;14;2;SUI
Switzerland;Germany;;;;4;6;6;Incomplete;0;SHALLOW;;0;4;;;;;;;;;;44;33;60;14;2;SUI
Germany;Switzerland;SPREAD;Rolex C;Dagger;1;20;-5;Rush;1;;;1;;PIETRYGA;;Thiele;Pietryga;de Gavarelli;Stevens;Schwarz;;;5;33;61;15;2;GER
Germany;Switzerland;BUNCH;S Drop;Dagger;2;19;-6;Incomplete;1;DIG;;0;8;THIELE;SCHWARZ;Thiele;Pietryga;de Gavarelli;Stevens;Schwarz;;;6;33;62;15;2;GER
Germany;Switzerland;SPREAD;Rolex C;Dagger;3;19;-6;Complete;1;DIG;SCHWARZ;18;9;THIELE;SCHWARZ;Thiele;Pietryga;de Gavarelli;Stevens;Schwarz;;;6;33;63;15;2;GER
Germany;Switzerland;BUNCH;NO;Swap Smash;4;1;-24;Complete, TD;1;WHIP;STEVENS;26;5;THIELE;STEVENS;Thiele;Pietryga;de Gavarelli;Stevens;Schwarz;;;24;33;64;15;2;GER
Germany;Switzerland;DOG;Rolex Y;Sail;0;10;10;Incomplete;0;Sail;;0;12;STEVENS;;Thiele;Pietryga;de Gavarelli;Stevens;Schwarz;;;40;33;65;15;2;GER
Switzerland;Germany;;;;1;20;-5;;0;;;8;;;;;;;;;;;5;33;66;16;2;SUI
Switzerland;Germany;;;;2;12;-13;;0;;;5;;;;;;;;;;;13;33;67;16;2;SUI
Switzerland;Germany;;;;3;7;-18;;0;;;;;;;;;;;;;;18;33;68;16;2;SUI
Switzerland;Germany;;;;4;7;-18;;0;;;;;;;;;;;;;;18;33;69;16;2;SUI
Germany;Switzerland;SPREAD;Rolex C;;1;20;-5;Complete;1;DIP;RIESS;8;7;THIELE;RIESS;Thiele;Schwarz;de Gavarelli;Stevens;Riess;;;5;33;70;17;2;GER
Germany;Switzerland;SPREAD;Rolex C;;2;12;-13;Rush;1;;;2;;SCHWARZ;;Thiele;Schwarz;de Gavarelli;Stevens;Riess;;;13;33;71;17;2;GER
Germany;Switzerland;SPREAD;Rolex C;;3;10;-15;Complete;1;;RIESS;9;8;THIELE;RIESS;Thiele;Schwarz;de Gavarelli;Stevens;Riess;;;15;33;72;17;2;GER
Germany;Switzerland;BUNCH;NO;Swap Smash;4;1;-24;Complete;1;WHIP;STEVENS;6;4;THIELE;STEVENS;Thiele;Schwarz;de Gavarelli;Stevens;Riess;;;24;33;73;17;2;GER
Germany;Switzerland;DOG;Rolex C;;1;20;20;Complete;1;POST;RIESS;19;18;THIELE;RIESS;Thiele;Schwarz;de Gavarelli;Stevens;Riess;;;30;33;74;17;2;GER
Germany;Switzerland;BUNCH;NO;Swap Smash;2;1;1;Complete, TD;1;CORE;DE GAVARELLI;1;1;THIELE;DE GAVARELLI;Thiele;Schwarz;de Gavarelli;Stevens;Riess;;;49;33;75;17;2;GER
Germany;Switzerland;;-;;0;10;10;Incomplete;0;;;;;STEVENS;;Thiele;Schwarz;de Gavarelli;Stevens;Riess;;;40;33;76;17;2;GER
Switzerland;Germany;;;;1;20;-5;;0;;;13;;;;;;;;;;;5;33;77;18;2;SUI
Switzerland;Germany;;;;2;7;-18;Incomplete;0;;;4;;;;;;;;;;;18;33;78;18;2;SUI
Switzerland;Germany;;;;4;3;-22;;0;;;;;;;;;;;;;;22;33;79;18;2;SUI
